OBJECTID,REP_DATE,DOW,YEAR,NARCAN_ADM
5204,2018/05/30 04:00:00+00,Wednesday,2018,N/A
5205,2022/12/19 05:00:00+00,Monday,2022,Yes
5206,2021/07/12 04:00:00+00,Monday,2021,Yes
5207,2021/11/01 04:00:00+00,Monday,2021,No
5208,2021/11/26 05:00:00+00,Friday,2021,Yes
5209,2022/02/06 05:00:00+00,Tuesday,2022,N/A
5210,2019/10/11 04:00:00+00,Friday,2019,N/A
5211,2020/03/31 04:00:00+00,Tuesday,2020,N/A
5212,2020/04/17 04:00:00+00,Friday,2020,N/A
5213,2020/05/18 04:00:00+00,Monday,2020,N/A
5214,2020/05/18 04:00:00+00,Monday,2020,N/A
5215,2020/06/24 04:00:00+00,Wednesday,2020,N/A
5216,2021/06/21 04:00:00+00,Monday,2021,Yes
5217,2022/04/25 04:00:00+00,Sunday,2022,Yes
5218,2022/07/02 04:00:00+00,Wednesday,2022,N/A
5219,2018/12/03 05:00:00+00,Monday,2018,N/A
5220,2019/08/07 04:00:00+00,Wednesday,2019,N/A
5221,2019/10/26 04:00:00+00,Saturday,2019,N/A
5222,2020/03/07 05:00:00+00,Saturday,2020,N/A
5223,2020/03/21 04:00:00+00,Saturday,2020,N/A
5224,2020/08/11 04:00:00+00,Tuesday,2020,N/A
5225,2020/11/03 05:00:00+00,Tuesday,2020,Unknown
5226,2020/11/07 05:00:00+00,Saturday,2020,No
5227,2022/07/04 04:00:00+00,Friday,2022,Yes
5228,2022/12/03 05:00:00+00,Friday,2022,N/A
5229,2017/08/10 04:00:00+00,Thursday,2017,N/A
5230,2022/12/14 05:00:00+00,Thursday,2022,N/A
5231,2022/03/01 05:00:00+00,Sunday,2022,N/A
5232,2018/06/05 04:00:00+00,Tuesday,2018,N/A
5233,2020/08/30 04:00:00+00,Sunday,2020,N/A
5234,2022/07/22 04:00:00+00,Saturday,2022,Yes
5235,2017/12/09 05:00:00+00,Saturday,2017,N/A
5236,2018/05/29 04:00:00+00,Tuesday,2018,N/A
5237,2018/08/02 04:00:00+00,Thursday,2018,N/A
5238,2020/08/28 04:00:00+00,Friday,2020,N/A
5239,2020/06/13 04:00:00+00,Saturday,2020,N/A
5240,2021/06/26 04:00:00+00,Saturday,2021,Yes
5241,2020/11/13 05:00:00+00,Friday,2020,No
5242,2022/09/21 04:00:00+00,Saturday,2022,N/A
5243,2020/02/19 05:00:00+00,Wednesday,2020,N/A
5244,2019/06/20 04:00:00+00,Thursday,2019,N/A
5245,2022/03/01 05:00:00+00,Sunday,2022,N/A
5246,2017/08/09 04:00:00+00,Wednesday,2017,N/A
5247,2021/06/29 04:00:00+00,Tuesday,2021,Yes
5248,2022/11/01 04:00:00+00,Tuesday,2022,Yes
5249,2017/10/10 04:00:00+00,Tuesday,2017,N/A
5250,2018/03/27 04:00:00+00,Tuesday,2018,N/A
5251,2019/05/27 04:00:00+00,Monday,2019,N/A
5252,2020/02/29 05:00:00+00,Saturday,2020,N/A
5253,2021/03/29 04:00:00+00,Monday,2021,Yes
5254,2021/04/14 04:00:00+00,Wednesday,2021,Yes
5255,2021/06/05 04:00:00+00,Saturday,2021,Unknown
5256,2021/11/01 04:00:00+00,Monday,2021,N/A
5257,2022/10/26 04:00:00+00,Thursday,2022,Yes
5258,2017/07/15 04:00:00+00,Saturday,2017,N/A
5259,2020/08/31 04:00:00+00,Monday,2020,N/A
5260,2020/10/14 04:00:00+00,Wednesday,2020,Unknown
5261,2022/05/10 04:00:00+00,Saturday,2022,N/A
5262,2020/07/12 04:00:00+00,Sunday,2020,N/A
5263,2021/11/07 04:00:00+00,Sunday,2021,Yes
5264,2017/09/20 04:00:00+00,Wednesday,2017,N/A
5265,2020/09/20 04:00:00+00,Sunday,2020,No
5266,2022/06/01 04:00:00+00,Friday,2022,N/A
5267,2022/08/04 04:00:00+00,Tuesday,2022,Yes
5268,2022/09/03 04:00:00+00,Friday,2022,Yes
5269,2017/12/27 05:00:00+00,Wednesday,2017,N/A
5270,2019/09/28 04:00:00+00,Saturday,2019,N/A
5271,2017/05/09 04:00:00+00,Tuesday,2017,N/A
5272,2017/05/10 04:00:00+00,Wednesday,2017,N/A
5273,2018/09/04 04:00:00+00,Tuesday,2018,N/A
5274,2019/02/01 05:00:00+00,Friday,2019,N/A
5275,2021/09/22 04:00:00+00,Wednesday,2021,Yes
5276,2022/05/27 04:00:00+00,Saturday,2022,N/A
5277,2020/08/26 04:00:00+00,Wednesday,2020,N/A
5278,2017/08/28 04:00:00+00,Monday,2017,N/A
5279,2019/02/12 05:00:00+00,Tuesday,2019,N/A
5280,2019/12/27 05:00:00+00,Friday,2019,N/A
5281,2020/03/24 04:00:00+00,Tuesday,2020,N/A
5282,2022/05/13 04:00:00+00,Friday,2022,N/A
5283,2019/07/01 04:00:00+00,Monday,2019,N/A
5284,2018/09/29 04:00:00+00,Saturday,2018,N/A
5285,2017/06/04 04:00:00+00,Sunday,2017,N/A
5286,2021/05/03 04:00:00+00,Monday,2021,No
5287,2018/12/20 05:00:00+00,Thursday,2018,N/A
5288,2018/10/04 04:00:00+00,Thursday,2018,N/A
5289,2021/02/13 05:00:00+00,Saturday,2021,Unknown
5290,2021/06/03 04:00:00+00,Thursday,2021,Yes
5291,2018/11/01 04:00:00+00,Thursday,2018,N/A
5292,2019/03/30 04:00:00+00,Saturday,2019,N/A
5293,2019/04/04 04:00:00+00,Thursday,2019,N/A
5294,2021/08/26 04:00:00+00,Thursday,2021,Yes
5295,2021/03/29 04:00:00+00,Monday,2021,Unknown
5296,2019/03/31 04:00:00+00,Sunday,2019,N/A
5297,2022/09/06 04:00:00+00,Wednesday,2022,Yes
5298,2022/09/24 04:00:00+00,Wednesday,2022,Yes
5299,2017/10/01 04:00:00+00,Sunday,2017,N/A
5300,2019/05/06 04:00:00+00,Monday,2019,N/A
5301,2021/04/04 04:00:00+00,Sunday,2021,Yes
5302,2021/10/15 04:00:00+00,Friday,2021,N/A
5303,2022/08/02 04:00:00+00,Friday,2022,Yes
5304,2019/05/03 04:00:00+00,Friday,2019,N/A
5305,2020/06/20 04:00:00+00,Saturday,2020,N/A
5306,2020/08/02 04:00:00+00,Sunday,2020,N/A
5307,2021/02/01 05:00:00+00,Monday,2021,Yes
5308,2017/07/28 04:00:00+00,Friday,2017,N/A
5309,2017/08/03 04:00:00+00,Thursday,2017,N/A
5310,2017/12/12 05:00:00+00,Tuesday,2017,N/A
5311,2019/07/11 04:00:00+00,Thursday,2019,N/A
5312,2020/01/14 05:00:00+00,Tuesday,2020,N/A
5313,2020/09/06 04:00:00+00,Sunday,2020,N/A
5314,2020/09/24 04:00:00+00,Thursday,2020,Yes
5315,2020/12/17 05:00:00+00,Thursday,2020,Yes
5316,2020/12/23 05:00:00+00,Wednesday,2020,Yes
5317,2021/05/09 04:00:00+00,Sunday,2021,Yes
5318,2021/06/12 04:00:00+00,Saturday,2021,Yes
5319,2021/06/25 04:00:00+00,Friday,2021,No
5320,2021/08/11 04:00:00+00,Wednesday,2021,N/A
5321,2022/03/31 04:00:00+00,Saturday,2022,Yes
5322,2022/04/05 04:00:00+00,Friday,2022,N/A
5323,2022/05/24 04:00:00+00,Friday,2022,Yes
5324,2021/02/09 05:00:00+00,Tuesday,2021,Yes
5325,2021/03/02 05:00:00+00,Tuesday,2021,Unknown
5326,2019/07/25 04:00:00+00,Thursday,2019,N/A
5327,2021/08/10 04:00:00+00,Tuesday,2021,Yes
5328,2020/09/08 04:00:00+00,Tuesday,2020,N/A
5329,2020/12/21 05:00:00+00,Monday,2020,Unknown
5330,2022/10/13 04:00:00+00,Saturday,2022,Yes
5331,2021/06/24 04:00:00+00,Thursday,2021,Yes
5332,2021/07/13 04:00:00+00,Tuesday,2021,N/A
5333,2022/09/08 04:00:00+00,Monday,2022,Yes
5334,2019/06/02 04:00:00+00,Sunday,2019,N/A
5335,2020/10/02 04:00:00+00,Friday,2020,Yes
5336,2021/02/27 05:00:00+00,Saturday,2021,Unknown
5337,2022/02/12 05:00:00+00,Wednesday,2022,N/A
5338,2020/11/08 05:00:00+00,Sunday,2020,No
5339,2020/09/04 04:00:00+00,Friday,2020,N/A
5340,2019/05/01 04:00:00+00,Wednesday,2019,N/A
5341,2022/06/23 04:00:00+00,Monday,2022,Yes
5342,2018/08/31 04:00:00+00,Friday,2018,N/A
5343,2020/03/22 04:00:00+00,Sunday,2020,N/A
5344,2020/10/14 04:00:00+00,Wednesday,2020,Yes
5345,2021/10/08 04:00:00+00,Friday,2021,Yes
5346,2018/12/30 05:00:00+00,Sunday,2018,N/A
5347,2019/03/27 04:00:00+00,Wednesday,2019,N/A
5348,2019/04/11 04:00:00+00,Thursday,2019,N/A
5349,2019/04/16 04:00:00+00,Tuesday,2019,N/A
5350,2019/04/16 04:00:00+00,Tuesday,2019,N/A
5351,2019/11/07 05:00:00+00,Thursday,2019,N/A
5352,2020/02/17 05:00:00+00,Monday,2020,N/A
5353,2020/02/19 05:00:00+00,Wednesday,2020,N/A
5354,2020/03/30 04:00:00+00,Monday,2020,N/A
5355,2020/06/30 04:00:00+00,Tuesday,2020,N/A
5356,2020/08/30 04:00:00+00,Sunday,2020,N/A
5357,2020/08/31 04:00:00+00,Monday,2020,N/A
5358,2020/09/13 04:00:00+00,Sunday,2020,N/A
5359,2021/04/02 04:00:00+00,Friday,2021,Yes
5360,2021/05/28 04:00:00+00,Friday,2021,Yes
5361,2021/06/03 04:00:00+00,Thursday,2021,Yes
5362,2021/07/02 04:00:00+00,Friday,2021,Yes
5363,2021/07/17 04:00:00+00,Saturday,2021,Yes
5364,2021/07/20 04:00:00+00,Tuesday,2021,N/A
5365,2021/08/05 04:00:00+00,Thursday,2021,Yes
5366,2021/08/22 04:00:00+00,Sunday,2021,Yes
5367,2021/09/06 04:00:00+00,Monday,2021,Yes
5368,2021/09/22 04:00:00+00,Wednesday,2021,Yes
5369,2021/09/28 04:00:00+00,Tuesday,2021,Yes
5370,2021/12/30 05:00:00+00,Thursday,2021,N/A
5371,2022/02/01 05:00:00+00,Sunday,2022,Yes
5372,2022/02/28 05:00:00+00,Friday,2022,Yes
5373,2022/04/01 04:00:00+00,Sunday,2022,Yes
5374,2022/06/10 04:00:00+00,Thursday,2022,Yes
5375,2022/08/22 04:00:00+00,Sunday,2022,Yes
5376,2020/07/20 04:00:00+00,Monday,2020,N/A
5377,2019/11/21 05:00:00+00,Thursday,2019,N/A
5378,2021/08/20 04:00:00+00,Friday,2021,N/A
5379,2022/06/30 04:00:00+00,Saturday,2022,Yes
5380,2017/06/10 04:00:00+00,Saturday,2017,N/A
5381,2019/04/05 04:00:00+00,Friday,2019,N/A
5382,2019/04/05 04:00:00+00,Friday,2019,N/A
5383,2021/03/31 04:00:00+00,Wednesday,2021,Yes
5384,2021/05/01 04:00:00+00,Saturday,2021,Yes
5385,2021/05/07 04:00:00+00,Friday,2021,Yes
5386,2017/08/31 04:00:00+00,Thursday,2017,N/A
5387,2021/06/12 04:00:00+00,Saturday,2021,Yes
5388,2021/06/21 04:00:00+00,Monday,2021,No
5389,2022/09/26 04:00:00+00,Sunday,2022,N/A
5390,2021/11/10 05:00:00+00,Wednesday,2021,Yes
5391,2021/01/05 05:00:00+00,Tuesday,2021,Yes
5392,2021/04/24 04:00:00+00,Saturday,2021,Unknown
5393,2022/05/27 04:00:00+00,Monday,2022,N/A
5394,2018/06/23 04:00:00+00,Saturday,2018,N/A
5395,2020/08/03 04:00:00+00,Monday,2020,N/A
5396,2021/03/04 05:00:00+00,Thursday,2021,Yes
5397,2022/03/26 04:00:00+00,Sunday,2022,N/A
5398,2022/07/04 04:00:00+00,Sunday,2022,N/A
5399,2022/07/25 04:00:00+00,Wednesday,2022,N/A
5400,2019/12/19 05:00:00+00,Thursday,2019,N/A
5401,2019/04/20 04:00:00+00,Saturday,2019,N/A
5402,2018/08/02 04:00:00+00,Thursday,2018,N/A
5403,2019/04/03 04:00:00+00,Wednesday,2019,N/A
5404,2020/01/18 05:00:00+00,Saturday,2020,N/A
5405,2020/11/06 05:00:00+00,Friday,2020,No
5406,2018/10/16 04:00:00+00,Tuesday,2018,N/A
5407,2021/08/05 04:00:00+00,Thursday,2021,Yes
5408,2017/10/14 04:00:00+00,Saturday,2017,N/A
5409,2018/11/13 05:00:00+00,Tuesday,2018,N/A
5410,2021/12/17 05:00:00+00,Friday,2021,Yes
5411,2021/03/19 04:00:00+00,Friday,2021,No
5412,2021/04/30 04:00:00+00,Friday,2021,Unknown
5413,2021/12/24 05:00:00+00,Friday,2021,Yes
5414,2018/09/02 04:00:00+00,Sunday,2018,N/A
5415,2017/04/18 04:00:00+00,Tuesday,2017,N/A
5416,2021/04/18 04:00:00+00,Sunday,2021,Unknown
5417,2022/02/05 05:00:00+00,Monday,2022,Yes
5418,2022/09/30 04:00:00+00,Friday,2022,Yes
5419,2022/10/01 04:00:00+00,Sunday,2022,Yes
5420,2018/10/21 04:00:00+00,Sunday,2018,N/A
5421,2019/03/28 04:00:00+00,Thursday,2019,N/A
5422,2020/03/22 04:00:00+00,Sunday,2020,N/A
5423,2018/02/26 05:00:00+00,Monday,2018,N/A
5424,2022/06/21 04:00:00+00,Saturday,2022,N/A
5425,2021/08/27 04:00:00+00,Friday,2021,N/A
5426,2019/01/22 05:00:00+00,Saturday,2019,N/A
5427,2022/01/17 05:00:00+00,Monday,2022,Yes
5428,2020/10/25 04:00:00+00,Sunday,2020,No
5429,2019/01/22 05:00:00+00,Tuesday,2019,N/A
5430,2022/05/04 04:00:00+00,Friday,2022,N/A
5431,2018/09/28 04:00:00+00,Friday,2018,N/A
5432,2021/02/21 05:00:00+00,Sunday,2021,Unknown
5433,2021/12/25 05:00:00+00,Saturday,2021,N/A
5434,2021/12/28 05:00:00+00,Tuesday,2021,Yes
5435,2021/12/29 05:00:00+00,Wednesday,2021,Yes
5436,2019/12/05 05:00:00+00,Thursday,2019,N/A
5437,2018/01/14 05:00:00+00,Sunday,2018,N/A
5438,2018/07/18 04:00:00+00,Wednesday,2018,N/A
5439,2021/04/23 04:00:00+00,Friday,2021,Unknown
5440,2021/05/01 04:00:00+00,Saturday,2021,Unknown
5441,2018/02/22 05:00:00+00,Thursday,2018,N/A
5442,2022/04/04 04:00:00+00,Wednesday,2022,Yes
5443,2020/01/19 05:00:00+00,Sunday,2020,N/A
5444,2017/06/22 04:00:00+00,Thursday,2017,N/A
5445,2022/05/14 04:00:00+00,Friday,2022,Yes
5446,2019/12/05 05:00:00+00,Thursday,2019,N/A
5447,2018/02/03 05:00:00+00,Saturday,2018,N/A
5448,2019/07/14 04:00:00+00,Sunday,2019,N/A
5449,2020/11/09 05:00:00+00,Monday,2020,Unknown
5450,2018/07/31 04:00:00+00,Tuesday,2018,N/A
5451,2017/12/22 05:00:00+00,Friday,2017,N/A
5452,2018/08/25 04:00:00+00,Saturday,2018,N/A
5453,2020/06/09 04:00:00+00,Tuesday,2020,N/A
5454,2020/06/09 04:00:00+00,Tuesday,2020,N/A
5455,2021/12/20 05:00:00+00,Monday,2021,N/A
5456,2022/01/16 05:00:00+00,Saturday,2022,N/A
5457,2022/07/04 04:00:00+00,Thursday,2022,N/A
5458,2022/09/03 04:00:00+00,Monday,2022,N/A
5459,2018/01/04 05:00:00+00,Thursday,2018,N/A
5460,2018/01/04 05:00:00+00,Thursday,2018,N/A
5461,2021/06/06 04:00:00+00,Sunday,2021,Yes
5462,2018/09/13 04:00:00+00,Thursday,2018,N/A
5463,2021/05/07 04:00:00+00,Friday,2021,No
5464,2022/04/21 04:00:00+00,Saturday,2022,N/A
5465,2017/10/17 04:00:00+00,Tuesday,2017,N/A
5466,2019/03/31 04:00:00+00,Sunday,2019,N/A
5467,2019/07/26 04:00:00+00,Friday,2019,N/A
5468,2020/06/08 04:00:00+00,Monday,2020,N/A
5469,2020/03/12 04:00:00+00,Thursday,2020,N/A
5470,2017/08/13 04:00:00+00,Sunday,2017,N/A
5471,2021/01/18 05:00:00+00,Monday,2021,Yes
5472,2021/09/17 04:00:00+00,Friday,2021,Yes
5473,2019/07/21 04:00:00+00,Sunday,2019,N/A
5474,2018/03/24 04:00:00+00,Saturday,2018,N/A
5475,2021/06/25 04:00:00+00,Friday,2021,No
5476,2018/06/01 04:00:00+00,Friday,2018,N/A
5477,2018/09/22 04:00:00+00,Saturday,2018,N/A
5478,2018/11/11 05:00:00+00,Sunday,2018,N/A
5479,2019/07/31 04:00:00+00,Wednesday,2019,N/A
5480,2019/08/01 04:00:00+00,Thursday,2019,N/A
5481,2019/08/01 04:00:00+00,Thursday,2019,N/A
5482,2019/12/10 05:00:00+00,Tuesday,2019,N/A
5483,2018/01/01 05:00:00+00,Monday,2018,N/A
5484,2022/06/27 04:00:00+00,Friday,2022,Yes
5485,2017/12/01 05:00:00+00,Friday,2017,N/A
5486,2021/05/07 04:00:00+00,Friday,2021,Yes
5487,2022/03/20 04:00:00+00,Friday,2022,N/A
5488,2017/09/21 04:00:00+00,Thursday,2017,N/A
5489,2017/04/23 04:00:00+00,Sunday,2017,N/A
5490,2017/08/07 04:00:00+00,Monday,2017,N/A
5491,2017/09/16 04:00:00+00,Saturday,2017,N/A
5492,2018/10/22 04:00:00+00,Monday,2018,N/A
5493,2018/10/22 04:00:00+00,Monday,2018,N/A
5494,2020/09/06 04:00:00+00,Sunday,2020,N/A
5495,2019/03/20 04:00:00+00,Wednesday,2019,N/A
5496,2022/08/06 04:00:00+00,Wednesday,2022,Yes
5497,2020/09/04 04:00:00+00,Friday,2020,N/A
5498,2017/08/27 04:00:00+00,Sunday,2017,N/A
5499,2021/11/01 04:00:00+00,Monday,2021,N/A
5500,2017/12/23 05:00:00+00,Saturday,2017,N/A
5501,2019/11/17 05:00:00+00,Sunday,2019,N/A
5502,2020/04/03 04:00:00+00,Friday,2020,N/A
5503,2020/10/02 04:00:00+00,Friday,2020,Yes
5504,2020/11/06 05:00:00+00,Friday,2020,No
5505,2021/12/04 05:00:00+00,Saturday,2021,Yes
5506,2022/10/29 04:00:00+00,Monday,2022,N/A
5507,2018/08/28 04:00:00+00,Tuesday,2018,N/A
5508,2017/06/25 04:00:00+00,Sunday,2017,N/A
5509,2019/04/07 04:00:00+00,Sunday,2019,N/A
5510,2019/04/08 04:00:00+00,Monday,2019,N/A
5511,2020/03/02 05:00:00+00,Monday,2020,N/A
5512,2017/10/02 04:00:00+00,Monday,2017,N/A
5513,2021/10/05 04:00:00+00,Tuesday,2021,Yes
5514,2019/04/07 04:00:00+00,Sunday,2019,N/A
5515,2020/08/05 04:00:00+00,Wednesday,2020,N/A
5516,2017/09/13 04:00:00+00,Wednesday,2017,N/A
5517,2017/05/31 04:00:00+00,Wednesday,2017,N/A
5518,2019/07/18 04:00:00+00,Thursday,2019,N/A
5519,2019/07/03 04:00:00+00,Wednesday,2019,N/A
5520,2018/11/09 05:00:00+00,Friday,2018,N/A
5521,2020/10/03 04:00:00+00,Saturday,2020,Yes
5522,2020/12/08 05:00:00+00,Tuesday,2020,Yes
5523,2021/11/06 04:00:00+00,Saturday,2021,N/A
5524,2019/06/09 04:00:00+00,Sunday,2019,N/A
5525,2022/09/18 04:00:00+00,Saturday,2022,Yes
5526,2021/10/19 04:00:00+00,Tuesday,2021,N/A
5527,2021/04/03 04:00:00+00,Saturday,2021,Unknown
5528,2020/10/04 04:00:00+00,Sunday,2020,Yes
5529,2022/06/08 04:00:00+00,Thursday,2022,N/A
5530,2020/05/17 04:00:00+00,Sunday,2020,N/A
5531,2020/06/22 04:00:00+00,Monday,2020,N/A
5532,2020/08/16 04:00:00+00,Sunday,2020,N/A
5533,2020/08/31 04:00:00+00,Monday,2020,N/A
5534,2021/05/12 04:00:00+00,Wednesday,2021,No
5535,2021/10/04 04:00:00+00,Monday,2021,Yes
5536,2021/10/05 04:00:00+00,Tuesday,2021,Yes
5537,2021/10/14 04:00:00+00,Thursday,2021,Yes
5538,2021/10/17 04:00:00+00,Sunday,2021,Yes
5539,2022/06/08 04:00:00+00,Thursday,2022,N/A
5540,2022/09/06 04:00:00+00,Thursday,2022,Yes
5541,2022/09/21 04:00:00+00,Sunday,2022,Yes
5542,2019/07/21 04:00:00+00,Sunday,2019,N/A
5543,2022/01/22 05:00:00+00,Tuesday,2022,Yes
5544,2017/05/08 04:00:00+00,Monday,2017,N/A
5545,2019/07/14 04:00:00+00,Sunday,2019,N/A
5546,2020/07/31 04:00:00+00,Friday,2020,N/A
5547,2019/08/24 04:00:00+00,Saturday,2019,N/A
5548,2020/04/18 04:00:00+00,Saturday,2020,N/A
5549,2022/08/20 04:00:00+00,Thursday,2022,Yes
5550,2021/02/27 05:00:00+00,Saturday,2021,Unknown
5551,2020/05/30 04:00:00+00,Saturday,2020,N/A
5552,2020/07/21 04:00:00+00,Tuesday,2020,N/A
5553,2022/08/10 04:00:00+00,Sunday,2022,Yes
5554,2017/09/25 04:00:00+00,Monday,2017,N/A
5555,2017/09/25 04:00:00+00,Monday,2017,N/A
5556,2019/06/30 04:00:00+00,Sunday,2019,N/A
5557,2019/09/02 04:00:00+00,Monday,2019,N/A
5558,2020/10/28 04:00:00+00,Wednesday,2020,Yes
5559,2020/11/06 05:00:00+00,Friday,2020,Yes
5560,2019/09/14 04:00:00+00,Saturday,2019,N/A
5561,2021/04/02 04:00:00+00,Friday,2021,Yes
5562,2022/11/04 04:00:00+00,Sunday,2022,N/A
5563,2017/09/18 04:00:00+00,Monday,2017,N/A
5564,2022/10/31 04:00:00+00,Wednesday,2022,Yes
5565,2020/07/15 04:00:00+00,Wednesday,2020,N/A
5566,2020/07/17 04:00:00+00,Friday,2020,N/A
5567,2020/08/12 04:00:00+00,Wednesday,2020,N/A
5568,2020/05/28 04:00:00+00,Thursday,2020,N/A
5569,2020/03/10 04:00:00+00,Monday,2020,N/A
5570,2021/09/02 04:00:00+00,Thursday,2021,N/A
5571,2022/08/10 04:00:00+00,Friday,2022,Yes
5572,2022/10/21 04:00:00+00,Thursday,2022,N/A
5573,2017/07/30 04:00:00+00,Sunday,2017,N/A
5574,2021/10/27 04:00:00+00,Wednesday,2021,N/A
5575,2019/05/28 04:00:00+00,Tuesday,2019,N/A
5576,2017/07/25 04:00:00+00,Tuesday,2017,N/A
5577,2017/08/15 04:00:00+00,Tuesday,2017,N/A
5578,2017/08/22 04:00:00+00,Tuesday,2017,N/A
5579,2018/02/23 05:00:00+00,Friday,2018,N/A
5580,2020/01/29 05:00:00+00,Wednesday,2020,N/A
5581,2020/08/25 04:00:00+00,Tuesday,2020,N/A
5582,2018/10/04 04:00:00+00,Thursday,2018,N/A
5583,2018/11/10 05:00:00+00,Saturday,2018,N/A
5584,2019/12/15 05:00:00+00,Sunday,2019,N/A
5585,2020/01/25 05:00:00+00,Saturday,2020,N/A
5586,2022/09/22 04:00:00+00,Monday,2022,N/A
5587,2022/02/07 05:00:00+00,Wednesday,2022,N/A
5588,2021/12/26 05:00:00+00,Sunday,2021,Yes
5589,2022/08/04 04:00:00+00,Monday,2022,N/A
5590,2021/12/01 05:00:00+00,Wednesday,2021,Yes
5591,2022/04/09 04:00:00+00,Monday,2022,Yes
5592,2020/07/16 04:00:00+00,Thursday,2020,N/A
5593,2020/09/10 04:00:00+00,Thursday,2020,N/A
5594,2017/07/02 04:00:00+00,Sunday,2017,N/A
5595,2019/03/29 04:00:00+00,Friday,2019,N/A
5596,2019/07/30 04:00:00+00,Tuesday,2019,N/A
5597,2022/12/15 05:00:00+00,Thursday,2022,Yes
5598,2018/02/18 05:00:00+00,Sunday,2018,N/A
5599,2022/06/17 04:00:00+00,Tuesday,2022,Yes
5600,2022/03/30 04:00:00+00,Tuesday,2022,N/A
5601,2018/02/04 05:00:00+00,Sunday,2018,N/A
5602,2022/09/16 04:00:00+00,Friday,2022,Yes
5603,2020/01/10 05:00:00+00,Friday,2020,N/A
5604,2020/01/18 05:00:00+00,Saturday,2020,N/A
5605,2020/03/04 05:00:00+00,Wednesday,2020,N/A
5606,2018/04/04 04:00:00+00,Wednesday,2018,N/A
5607,2021/12/15 05:00:00+00,Wednesday,2021,Yes
5608,2019/04/13 04:00:00+00,Saturday,2019,N/A
5609,2019/06/18 04:00:00+00,Tuesday,2019,N/A
5610,2020/10/17 04:00:00+00,Saturday,2020,No
5611,2020/06/04 04:00:00+00,Thursday,2020,N/A
5612,2022/03/09 05:00:00+00,Wednesday,2022,Yes
5613,2020/08/07 04:00:00+00,Friday,2020,N/A
5614,2017/12/02 05:00:00+00,Saturday,2017,N/A
5615,2019/04/13 04:00:00+00,Saturday,2019,N/A
5616,2017/06/09 04:00:00+00,Friday,2017,N/A
5617,2021/02/07 05:00:00+00,Sunday,2021,No
5618,2020/08/19 04:00:00+00,Wednesday,2020,N/A
5619,2018/08/16 04:00:00+00,Thursday,2018,N/A
5620,2020/01/17 05:00:00+00,Friday,2020,N/A
5621,2018/07/28 04:00:00+00,Saturday,2018,N/A
5622,2020/09/24 04:00:00+00,Thursday,2020,No
5623,2017/09/01 04:00:00+00,Friday,2017,N/A
5624,2022/04/13 04:00:00+00,Saturday,2022,N/A
5625,2021/10/07 04:00:00+00,Thursday,2021,No
5626,2021/12/18 05:00:00+00,Saturday,2021,Yes
5627,2017/12/01 05:00:00+00,Friday,2017,N/A
5628,2019/07/02 04:00:00+00,Tuesday,2019,N/A
5629,2018/03/10 05:00:00+00,Saturday,2018,N/A
5630,2022/02/02 05:00:00+00,Thursday,2022,Yes
5631,2022/04/06 04:00:00+00,Saturday,2022,N/A
5632,2020/10/23 04:00:00+00,Friday,2020,No
5633,2019/04/18 04:00:00+00,Thursday,2019,N/A
5634,2017/04/04 04:00:00+00,Tuesday,2017,N/A
5635,2017/04/19 04:00:00+00,Wednesday,2017,N/A
5636,2017/04/20 04:00:00+00,Thursday,2017,N/A
5637,2017/04/20 04:00:00+00,Thursday,2017,N/A
5638,2017/04/20 04:00:00+00,Thursday,2017,N/A
5639,2017/04/23 04:00:00+00,Sunday,2017,N/A
5640,2017/04/23 04:00:00+00,Sunday,2017,N/A
5641,2017/04/23 04:00:00+00,Sunday,2017,N/A
5642,2017/04/23 04:00:00+00,Sunday,2017,N/A
5643,2017/12/14 05:00:00+00,Thursday,2017,N/A
5644,2018/01/21 05:00:00+00,Sunday,2018,N/A
5645,2018/04/01 04:00:00+00,Sunday,2018,N/A
5646,2018/08/09 04:00:00+00,Thursday,2018,N/A
5647,2018/08/14 04:00:00+00,Tuesday,2018,N/A
5648,2018/08/13 04:00:00+00,Monday,2018,N/A
5649,2018/09/22 04:00:00+00,Saturday,2018,N/A
5650,2020/03/25 04:00:00+00,Wednesday,2020,N/A
5651,2020/05/05 04:00:00+00,Tuesday,2020,N/A
5652,2020/05/08 04:00:00+00,Friday,2020,N/A
5653,2020/05/15 04:00:00+00,Friday,2020,N/A
5654,2020/06/21 04:00:00+00,Sunday,2020,N/A
5655,2020/08/02 04:00:00+00,Sunday,2020,N/A
5656,2020/08/16 04:00:00+00,Sunday,2020,N/A
5657,2020/08/31 04:00:00+00,Monday,2020,N/A
5658,2018/07/25 04:00:00+00,Wednesday,2018,N/A
5659,2022/07/09 04:00:00+00,Saturday,2022,N/A
5660,2020/08/26 04:00:00+00,Wednesday,2020,N/A
5661,2018/06/21 04:00:00+00,Thursday,2018,N/A
5662,2017/06/01 04:00:00+00,Thursday,2017,N/A
5663,2019/09/30 04:00:00+00,Monday,2019,N/A
5664,2018/09/07 04:00:00+00,Friday,2018,N/A
5665,2022/06/15 04:00:00+00,Saturday,2022,N/A
5666,2022/08/02 04:00:00+00,Monday,2022,N/A
5667,2022/01/09 05:00:00+00,Sunday,2022,N/A
5668,2017/04/29 04:00:00+00,Saturday,2017,N/A
5669,2020/06/06 04:00:00+00,Saturday,2020,N/A
5670,2018/05/26 04:00:00+00,Saturday,2018,N/A
