OBJECTID,REP_DATE,DOW,YEAR,NARCAN_ADM
3807,2021/05/27 04:00:00+00,Thursday,2021,Yes
3808,2021/07/05 04:00:00+00,Monday,2021,No
3809,2018/03/09 05:00:00+00,Saturday,2018,N/A
3810,2019/05/30 04:00:00+00,Thursday,2019,N/A
3811,2020/10/01 04:00:00+00,Thursday,2020,Yes
3812,2020/12/04 05:00:00+00,Friday,2020,No
3813,2021/04/10 04:00:00+00,Saturday,2021,Yes
3814,2018/07/01 04:00:00+00,Sunday,2018,N/A
3815,2020/08/25 04:00:00+00,Tuesday,2020,N/A
3816,2021/09/28 04:00:00+00,Tuesday,2021,Yes
3817,2022/03/23 04:00:00+00,Wednesday,2022,Yes
3818,2022/05/02 04:00:00+00,Friday,2022,Yes
3819,2022/05/31 04:00:00+00,Thursday,2022,Yes
3820,2019/09/06 04:00:00+00,Friday,2019,N/A
3821,2017/08/19 04:00:00+00,Saturday,2017,N/A
3822,2018/11/03 04:00:00+00,Saturday,2018,N/A
3823,2018/12/21 05:00:00+00,Friday,2018,N/A
3824,2017/12/03 05:00:00+00,Sunday,2017,N/A
3825,2017/12/17 05:00:00+00,Sunday,2017,N/A
3826,2017/12/17 05:00:00+00,Sunday,2017,N/A
3827,2018/03/16 04:00:00+00,Friday,2018,N/A
3828,2018/06/10 04:00:00+00,Sunday,2018,N/A
3829,2018/06/30 04:00:00+00,Saturday,2018,N/A
3830,2021/06/21 04:00:00+00,Monday,2021,No
3831,2018/08/04 04:00:00+00,Saturday,2018,N/A
3832,2022/12/01 05:00:00+00,Thursday,2022,Yes
3833,2017/08/12 04:00:00+00,Saturday,2017,N/A
3834,2018/11/17 05:00:00+00,Saturday,2018,N/A
3835,2021/01/10 05:00:00+00,Sunday,2021,Yes
3836,2019/04/25 04:00:00+00,Thursday,2019,N/A
3837,2019/07/06 04:00:00+00,Saturday,2019,N/A
3838,2017/08/26 04:00:00+00,Saturday,2017,N/A
3839,2018/10/24 04:00:00+00,Wednesday,2018,N/A
3840,2020/08/22 04:00:00+00,Saturday,2020,N/A
3841,2021/06/03 04:00:00+00,Thursday,2021,Yes
3842,2017/11/06 05:00:00+00,Monday,2017,N/A
3843,2019/07/15 04:00:00+00,Monday,2019,N/A
3844,2018/12/11 05:00:00+00,Tuesday,2018,N/A
3845,2019/05/27 04:00:00+00,Monday,2019,N/A
3846,2019/06/09 04:00:00+00,Sunday,2019,N/A
3847,2021/01/18 05:00:00+00,Monday,2021,No
3848,2021/11/15 05:00:00+00,Monday,2021,N/A
3849,2021/12/25 05:00:00+00,Saturday,2021,Yes
3850,2021/12/27 05:00:00+00,Monday,2021,N/A
3851,2020/08/18 04:00:00+00,Tuesday,2020,N/A
3852,2022/09/07 04:00:00+00,Thursday,2022,Yes
3853,2020/09/02 04:00:00+00,Wednesday,2020,N/A
3854,2021/08/10 04:00:00+00,Tuesday,2021,Yes
3855,2021/09/01 04:00:00+00,Wednesday,2021,Yes
3856,2022/07/31 04:00:00+00,Thursday,2022,Yes
3857,2022/11/03 04:00:00+00,Wednesday,2022,Yes
3858,2022/11/06 04:00:00+00,Tuesday,2022,Yes
3859,2022/11/29 05:00:00+00,Monday,2022,Yes
3860,2017/08/30 04:00:00+00,Wednesday,2017,N/A
3861,2019/07/01 04:00:00+00,Monday,2019,N/A
3862,2020/07/02 04:00:00+00,Thursday,2020,N/A
3863,2020/08/13 04:00:00+00,Thursday,2020,N/A
3864,2020/08/31 04:00:00+00,Monday,2020,N/A
3865,2021/08/04 04:00:00+00,Wednesday,2021,Yes
3866,2018/09/04 04:00:00+00,Tuesday,2018,N/A
3867,2020/07/31 04:00:00+00,Friday,2020,N/A
3868,2021/06/18 04:00:00+00,Friday,2021,Yes
3869,2020/05/02 04:00:00+00,Saturday,2020,N/A
3870,2022/06/29 04:00:00+00,Saturday,2022,Yes
3871,2022/09/26 04:00:00+00,Saturday,2022,N/A
3872,2020/05/03 04:00:00+00,Sunday,2020,N/A
3873,2019/02/23 05:00:00+00,Saturday,2019,N/A
3874,2020/01/12 05:00:00+00,Sunday,2020,N/A
3875,2020/03/10 04:00:00+00,Tuesday,2020,N/A
3876,2021/02/24 05:00:00+00,Wednesday,2021,Unknown
3877,2020/01/17 05:00:00+00,Friday,2020,N/A
3878,2020/11/19 05:00:00+00,Thursday,2020,No
3879,2020/11/24 05:00:00+00,Tuesday,2020,Unknown
3880,2017/11/23 05:00:00+00,Thursday,2017,N/A
3881,2019/07/23 04:00:00+00,Tuesday,2019,N/A
3882,2021/07/31 04:00:00+00,Saturday,2021,N/A
3883,2021/05/28 04:00:00+00,Friday,2021,Yes
3884,2020/10/21 04:00:00+00,Wednesday,2020,Unknown
3885,2022/02/26 05:00:00+00,Wednesday,2022,N/A
3886,2018/10/26 04:00:00+00,Friday,2018,N/A
3887,2018/06/30 04:00:00+00,Saturday,2018,N/A
3888,2022/02/11 05:00:00+00,Tuesday,2022,Yes
3889,2019/05/13 04:00:00+00,Monday,2019,N/A
3890,2022/02/01 05:00:00+00,Monday,2022,N/A
3891,2019/04/30 04:00:00+00,Tuesday,2019,N/A
3892,2019/03/31 04:00:00+00,Sunday,2019,N/A
3893,2020/07/26 04:00:00+00,Sunday,2020,N/A
3894,2021/04/25 04:00:00+00,Sunday,2021,No
3895,2018/04/11 04:00:00+00,Wednesday,2018,N/A
3896,2021/01/31 05:00:00+00,Sunday,2021,Unknown
3897,2022/01/13 05:00:00+00,Thursday,2022,Yes
3898,2022/07/27 04:00:00+00,Sunday,2022,Yes
3899,2022/10/09 04:00:00+00,Tuesday,2022,N/A
3900,2022/02/11 05:00:00+00,Wednesday,2022,Yes
3901,2017/05/09 04:00:00+00,Tuesday,2017,N/A
3902,2020/07/10 04:00:00+00,Friday,2020,N/A
3903,2021/08/12 04:00:00+00,Thursday,2021,N/A
3904,2017/11/23 05:00:00+00,Thursday,2017,N/A
3905,2021/06/18 04:00:00+00,Friday,2021,No
3906,2020/08/26 04:00:00+00,Wednesday,2020,N/A
3907,2022/09/13 04:00:00+00,Tuesday,2022,N/A
3908,2020/06/13 04:00:00+00,Saturday,2020,N/A
3909,2020/12/25 05:00:00+00,Friday,2020,No
3910,2017/05/21 04:00:00+00,Sunday,2017,N/A
3911,2018/04/03 04:00:00+00,Tuesday,2018,N/A
3912,2021/10/01 04:00:00+00,Friday,2021,Yes
3913,2019/03/25 04:00:00+00,Monday,2019,N/A
3914,2018/11/02 04:00:00+00,Friday,2018,N/A
3915,2019/06/21 04:00:00+00,Friday,2019,N/A
3916,2022/06/20 04:00:00+00,Friday,2022,Yes
3917,2019/03/26 04:00:00+00,Tuesday,2019,N/A
3918,2019/03/28 04:00:00+00,Thursday,2019,N/A
3919,2019/07/13 04:00:00+00,Saturday,2019,N/A
3920,2017/07/30 04:00:00+00,Sunday,2017,N/A
3921,2020/04/19 04:00:00+00,Sunday,2020,N/A
3922,2018/07/09 04:00:00+00,Monday,2018,N/A
3923,2020/09/13 04:00:00+00,Sunday,2020,N/A
3924,2020/09/11 04:00:00+00,Friday,2020,N/A
3925,2020/10/23 04:00:00+00,Friday,2020,Yes
3926,2021/02/09 05:00:00+00,Tuesday,2021,Yes
3927,2021/02/19 05:00:00+00,Friday,2021,Yes
3928,2021/03/17 04:00:00+00,Wednesday,2021,Yes
3929,2021/05/26 04:00:00+00,Wednesday,2021,Yes
3930,2021/12/13 05:00:00+00,Monday,2021,Yes
3931,2022/03/26 04:00:00+00,Saturday,2022,N/A
3932,2021/08/24 04:00:00+00,Tuesday,2021,Yes
3933,2022/11/19 05:00:00+00,Tuesday,2022,N/A
3934,2019/09/08 04:00:00+00,Sunday,2019,N/A
3935,2017/08/16 04:00:00+00,Wednesday,2017,N/A
3936,2018/08/15 04:00:00+00,Wednesday,2018,N/A
3937,2022/08/06 04:00:00+00,Wednesday,2022,Yes
3938,2020/08/01 04:00:00+00,Saturday,2020,N/A
3939,2017/04/27 04:00:00+00,Thursday,2017,N/A
3940,2018/02/01 05:00:00+00,Thursday,2018,N/A
3941,2018/07/07 04:00:00+00,Saturday,2018,N/A
3942,2018/07/28 04:00:00+00,Saturday,2018,N/A
3943,2018/09/01 04:00:00+00,Saturday,2018,N/A
3944,2019/04/07 04:00:00+00,Sunday,2019,N/A
3945,2019/05/18 04:00:00+00,Saturday,2019,N/A
3946,2019/08/03 04:00:00+00,Saturday,2019,N/A
3947,2019/11/01 04:00:00+00,Friday,2019,N/A
3948,2020/04/01 04:00:00+00,Wednesday,2020,N/A
3949,2020/04/03 04:00:00+00,Friday,2020,N/A
3950,2020/08/24 04:00:00+00,Monday,2020,N/A
3951,2020/09/24 04:00:00+00,Thursday,2020,Yes
3952,2020/12/13 05:00:00+00,Sunday,2020,Yes
3953,2021/03/03 05:00:00+00,Wednesday,2021,Yes
3954,2021/03/19 04:00:00+00,Friday,2021,Unknown
3955,2022/04/17 04:00:00+00,Wednesday,2022,Yes
3956,2022/09/04 04:00:00+00,Sunday,2022,N/A
3957,2022/11/02 04:00:00+00,Wednesday,2022,Yes
3958,2022/11/21 05:00:00+00,Wednesday,2022,N/A
3959,2020/06/22 04:00:00+00,Monday,2020,N/A
3960,2022/05/02 04:00:00+00,Thursday,2022,N/A
3961,2017/03/05 05:00:00+00,Sunday,2017,N/A
3962,2017/04/07 04:00:00+00,Friday,2017,N/A
3963,2017/04/23 04:00:00+00,Sunday,2017,N/A
3964,2017/04/29 04:00:00+00,Saturday,2017,N/A
3965,2017/06/27 04:00:00+00,Tuesday,2017,N/A
3966,2017/07/31 04:00:00+00,Monday,2017,N/A
3967,2017/08/11 04:00:00+00,Friday,2017,N/A
3968,2017/08/12 04:00:00+00,Saturday,2017,N/A
3969,2017/08/27 04:00:00+00,Sunday,2017,N/A
3970,2017/08/30 04:00:00+00,Wednesday,2017,N/A
3971,2017/09/16 04:00:00+00,Saturday,2017,N/A
3972,2017/09/17 04:00:00+00,Sunday,2017,N/A
3973,2017/09/26 04:00:00+00,Tuesday,2017,N/A
3974,2017/10/11 04:00:00+00,Wednesday,2017,N/A
3975,2017/11/05 04:00:00+00,Sunday,2017,N/A
3976,2017/11/11 05:00:00+00,Saturday,2017,N/A
3977,2017/11/15 05:00:00+00,Wednesday,2017,N/A
3978,2017/11/23 05:00:00+00,Thursday,2017,N/A
3979,2017/12/25 05:00:00+00,Monday,2017,N/A
3980,2018/01/01 05:00:00+00,Monday,2018,N/A
3981,2018/01/29 05:00:00+00,Monday,2018,N/A
3982,2018/03/01 05:00:00+00,Thursday,2018,N/A
3983,2018/03/01 05:00:00+00,Thursday,2018,N/A
3984,2018/04/20 04:00:00+00,Friday,2018,N/A
3985,2018/04/22 04:00:00+00,Sunday,2018,N/A
3986,2018/04/26 04:00:00+00,Thursday,2018,N/A
3987,2018/05/16 04:00:00+00,Wednesday,2018,N/A
3988,2018/07/02 04:00:00+00,Monday,2018,N/A
3989,2018/07/28 04:00:00+00,Saturday,2018,N/A
3990,2018/08/01 04:00:00+00,Wednesday,2018,N/A
3991,2018/08/14 04:00:00+00,Tuesday,2018,N/A
3992,2018/09/01 04:00:00+00,Saturday,2018,N/A
3993,2018/10/02 04:00:00+00,Tuesday,2018,N/A
3994,2018/11/30 05:00:00+00,Friday,2018,N/A
3995,2018/12/09 05:00:00+00,Sunday,2018,N/A
3996,2019/01/01 05:00:00+00,Tuesday,2019,N/A
3997,2019/01/12 05:00:00+00,Saturday,2019,N/A
3998,2019/02/13 05:00:00+00,Wednesday,2019,N/A
3999,2019/03/01 05:00:00+00,Friday,2019,N/A
4000,2019/04/05 04:00:00+00,Friday,2019,N/A
4001,2019/04/17 04:00:00+00,Wednesday,2019,N/A
4002,2019/04/19 04:00:00+00,Friday,2019,N/A
4003,2019/04/26 04:00:00+00,Friday,2019,N/A
4004,2019/05/25 04:00:00+00,Saturday,2019,N/A
4005,2019/05/30 04:00:00+00,Thursday,2019,N/A
4006,2019/06/10 04:00:00+00,Monday,2019,N/A
4007,2019/06/14 04:00:00+00,Friday,2019,N/A
4008,2019/07/03 04:00:00+00,Wednesday,2019,N/A
4009,2019/07/16 04:00:00+00,Tuesday,2019,N/A
4010,2019/09/06 04:00:00+00,Friday,2019,N/A
4011,2019/10/19 04:00:00+00,Saturday,2019,N/A
4012,2019/11/20 05:00:00+00,Wednesday,2019,N/A
4013,2019/12/19 05:00:00+00,Thursday,2019,N/A
4014,2020/01/29 05:00:00+00,Wednesday,2020,N/A
4015,2020/02/05 05:00:00+00,Wednesday,2020,N/A
4016,2020/02/29 05:00:00+00,Saturday,2020,N/A
4017,2020/03/02 05:00:00+00,Monday,2020,N/A
4018,2020/03/24 04:00:00+00,Tuesday,2020,N/A
4019,2020/05/21 04:00:00+00,Thursday,2020,N/A
4020,2020/06/19 04:00:00+00,Friday,2020,N/A
4021,2020/08/01 04:00:00+00,Saturday,2020,N/A
4022,2020/08/07 04:00:00+00,Friday,2020,N/A
4023,2020/09/01 04:00:00+00,Tuesday,2020,N/A
4024,2020/10/02 04:00:00+00,Friday,2020,Yes
4025,2020/10/30 04:00:00+00,Friday,2020,Yes
4026,2020/11/15 05:00:00+00,Sunday,2020,Yes
4027,2020/11/21 05:00:00+00,Saturday,2020,Yes
4028,2021/02/22 05:00:00+00,Monday,2021,No
4029,2021/03/01 05:00:00+00,Monday,2021,Unknown
4030,2021/03/03 05:00:00+00,Wednesday,2021,Yes
4031,2021/03/07 05:00:00+00,Sunday,2021,Yes
4032,2021/03/11 05:00:00+00,Thursday,2021,Unknown
4033,2021/03/12 05:00:00+00,Friday,2021,Yes
4034,2021/04/01 04:00:00+00,Thursday,2021,Yes
4035,2021/04/16 04:00:00+00,Friday,2021,Yes
4036,2021/04/21 04:00:00+00,Wednesday,2021,Yes
4037,2021/05/05 04:00:00+00,Wednesday,2021,Yes
4038,2021/05/11 04:00:00+00,Tuesday,2021,Yes
4039,2021/05/26 04:00:00+00,Wednesday,2021,Yes
4040,2021/05/26 04:00:00+00,Wednesday,2021,Yes
4041,2021/05/30 04:00:00+00,Sunday,2021,Yes
4042,2021/06/24 04:00:00+00,Thursday,2021,Yes
4043,2021/06/30 04:00:00+00,Wednesday,2021,Unknown
4044,2021/07/10 04:00:00+00,Saturday,2021,Yes
4045,2021/07/16 04:00:00+00,Friday,2021,Yes
4046,2021/07/17 04:00:00+00,Saturday,2021,Yes
4047,2021/08/05 04:00:00+00,Thursday,2021,Yes
4048,2021/08/16 04:00:00+00,Monday,2021,Yes
4049,2021/10/17 04:00:00+00,Sunday,2021,N/A
4050,2021/11/07 04:00:00+00,Sunday,2021,Yes
4051,2021/11/17 05:00:00+00,Wednesday,2021,Yes
4052,2021/11/25 05:00:00+00,Thursday,2021,Yes
4053,2021/12/11 05:00:00+00,Saturday,2021,Yes
4054,2021/12/26 05:00:00+00,Sunday,2021,Yes
4055,2022/02/17 05:00:00+00,Friday,2022,Yes
4056,2022/02/24 05:00:00+00,Sunday,2022,Yes
4057,2022/02/25 05:00:00+00,Tuesday,2022,Yes
4058,2022/03/04 05:00:00+00,Tuesday,2022,Yes
4059,2022/04/07 04:00:00+00,Sunday,2022,Yes
4060,2022/04/30 04:00:00+00,Monday,2022,Yes
4061,2022/06/02 04:00:00+00,Saturday,2022,Yes
4062,2022/07/21 04:00:00+00,Saturday,2022,Yes
4063,2022/07/25 04:00:00+00,Wednesday,2022,Yes
4064,2022/07/26 04:00:00+00,Thursday,2022,N/A
4065,2022/08/01 04:00:00+00,Thursday,2022,Yes
4066,2022/08/17 04:00:00+00,Wednesday,2022,N/A
4067,2022/09/02 04:00:00+00,Monday,2022,Yes
4068,2022/09/17 04:00:00+00,Friday,2022,Yes
4069,2022/09/24 04:00:00+00,Wednesday,2022,Yes
4070,2022/10/28 04:00:00+00,Friday,2022,N/A
4071,2022/11/03 04:00:00+00,Thursday,2022,Yes
4072,2022/11/11 05:00:00+00,Monday,2022,Yes
4073,2022/11/20 05:00:00+00,Wednesday,2022,Yes
4074,2020/12/09 05:00:00+00,Wednesday,2020,Yes
4075,2021/10/01 04:00:00+00,Friday,2021,N/A
4076,2018/05/28 04:00:00+00,Monday,2018,N/A
4077,2020/09/16 04:00:00+00,Wednesday,2020,Yes
4078,2021/05/27 04:00:00+00,Thursday,2021,Yes
4079,2022/01/08 05:00:00+00,Wednesday,2022,Yes
4080,2022/08/15 04:00:00+00,Tuesday,2022,Yes
4081,2017/04/14 04:00:00+00,Friday,2017,N/A
4082,2017/05/13 04:00:00+00,Saturday,2017,N/A
4083,2017/06/30 04:00:00+00,Friday,2017,N/A
4084,2017/07/05 04:00:00+00,Wednesday,2017,N/A
4085,2017/11/05 04:00:00+00,Sunday,2017,N/A
4086,2017/11/06 05:00:00+00,Monday,2017,N/A
4087,2017/11/20 05:00:00+00,Monday,2017,N/A
4088,2018/01/09 05:00:00+00,Tuesday,2018,N/A
4089,2018/01/14 05:00:00+00,Sunday,2018,N/A
4090,2018/03/03 05:00:00+00,Saturday,2018,N/A
4091,2018/06/04 04:00:00+00,Monday,2018,N/A
4092,2018/07/05 04:00:00+00,Thursday,2018,N/A
4093,2018/07/12 04:00:00+00,Thursday,2018,N/A
4094,2018/08/01 04:00:00+00,Wednesday,2018,N/A
4095,2018/09/02 04:00:00+00,Sunday,2018,N/A
4096,2018/09/02 04:00:00+00,Sunday,2018,N/A
4097,2018/09/26 04:00:00+00,Wednesday,2018,N/A
4098,2018/10/15 04:00:00+00,Monday,2018,N/A
4099,2018/10/25 04:00:00+00,Thursday,2018,N/A
4100,2018/11/18 05:00:00+00,Sunday,2018,N/A
4101,2018/12/11 05:00:00+00,Tuesday,2018,N/A
4102,2018/12/25 05:00:00+00,Tuesday,2018,N/A
4103,2019/01/31 05:00:00+00,Thursday,2019,N/A
4104,2019/02/03 05:00:00+00,Sunday,2019,N/A
4105,2019/02/09 05:00:00+00,Saturday,2019,N/A
4106,2019/02/12 05:00:00+00,Tuesday,2019,N/A
4107,2019/02/15 05:00:00+00,Friday,2019,N/A
4108,2019/02/24 05:00:00+00,Sunday,2019,N/A
4109,2019/03/22 04:00:00+00,Friday,2019,N/A
4110,2019/03/29 04:00:00+00,Friday,2019,N/A
4111,2019/03/31 04:00:00+00,Sunday,2019,N/A
4112,2019/04/01 04:00:00+00,Monday,2019,N/A
4113,2019/04/02 04:00:00+00,Tuesday,2019,N/A
4114,2019/04/14 04:00:00+00,Sunday,2019,N/A
4115,2019/04/26 04:00:00+00,Friday,2019,N/A
4116,2019/04/30 04:00:00+00,Tuesday,2019,N/A
4117,2019/04/30 04:00:00+00,Tuesday,2019,N/A
4118,2019/05/04 04:00:00+00,Saturday,2019,N/A
4119,2019/06/11 04:00:00+00,Tuesday,2019,N/A
4120,2019/06/14 04:00:00+00,Friday,2019,N/A
4121,2019/07/15 04:00:00+00,Monday,2019,N/A
4122,2019/07/16 04:00:00+00,Tuesday,2019,N/A
4123,2019/07/24 04:00:00+00,Wednesday,2019,N/A
4124,2019/08/01 04:00:00+00,Thursday,2019,N/A
4125,2019/09/03 04:00:00+00,Tuesday,2019,N/A
4126,2019/09/27 04:00:00+00,Friday,2019,N/A
4127,2019/10/08 04:00:00+00,Tuesday,2019,N/A
4128,2019/10/10 04:00:00+00,Thursday,2019,N/A
4129,2019/10/17 04:00:00+00,Thursday,2019,N/A
4130,2019/10/29 04:00:00+00,Tuesday,2019,N/A
4131,2019/10/30 04:00:00+00,Wednesday,2019,N/A
4132,2019/11/02 04:00:00+00,Saturday,2019,N/A
4133,2019/11/04 05:00:00+00,Monday,2019,N/A
4134,2019/11/20 05:00:00+00,Wednesday,2019,N/A
4135,2019/11/21 05:00:00+00,Thursday,2019,N/A
4136,2019/11/27 05:00:00+00,Wednesday,2019,N/A
4137,2019/11/29 05:00:00+00,Friday,2019,N/A
4138,2019/12/10 05:00:00+00,Tuesday,2019,N/A
4139,2019/12/10 05:00:00+00,Tuesday,2019,N/A
4140,2020/01/14 05:00:00+00,Tuesday,2020,N/A
4141,2020/01/22 05:00:00+00,Wednesday,2020,N/A
4142,2020/01/31 05:00:00+00,Friday,2020,N/A
4143,2020/02/04 05:00:00+00,Tuesday,2020,N/A
4144,2020/02/17 05:00:00+00,Monday,2020,N/A
4145,2020/02/28 05:00:00+00,Friday,2020,N/A
4146,2020/03/06 05:00:00+00,Friday,2020,N/A
4147,2020/03/06 05:00:00+00,Friday,2020,N/A
4148,2020/03/23 04:00:00+00,Monday,2020,N/A
4149,2020/03/25 04:00:00+00,Wednesday,2020,N/A
4150,2020/03/25 04:00:00+00,Wednesday,2020,N/A
4151,2020/04/01 04:00:00+00,Wednesday,2020,N/A
4152,2020/04/23 04:00:00+00,Thursday,2020,N/A
4153,2020/04/29 04:00:00+00,Wednesday,2020,N/A
4154,2020/05/02 04:00:00+00,Saturday,2020,N/A
4155,2020/05/11 04:00:00+00,Monday,2020,N/A
4156,2020/05/15 04:00:00+00,Friday,2020,N/A
4157,2020/05/15 04:00:00+00,Friday,2020,N/A
4158,2020/05/28 04:00:00+00,Thursday,2020,N/A
4159,2020/06/04 04:00:00+00,Thursday,2020,N/A
4160,2020/06/05 04:00:00+00,Friday,2020,N/A
4161,2020/06/16 04:00:00+00,Tuesday,2020,N/A
4162,2020/06/20 04:00:00+00,Saturday,2020,N/A
4163,2020/07/01 04:00:00+00,Wednesday,2020,N/A
4164,2020/07/13 04:00:00+00,Monday,2020,N/A
4165,2020/07/13 04:00:00+00,Monday,2020,N/A
4166,2020/07/27 04:00:00+00,Monday,2020,N/A
4167,2020/07/29 04:00:00+00,Wednesday,2020,N/A
4168,2020/08/07 04:00:00+00,Friday,2020,N/A
4169,2020/08/09 04:00:00+00,Sunday,2020,N/A
4170,2020/08/11 04:00:00+00,Tuesday,2020,N/A
4171,2020/08/12 04:00:00+00,Wednesday,2020,N/A
4172,2020/08/13 04:00:00+00,Thursday,2020,N/A
4173,2020/08/18 04:00:00+00,Tuesday,2020,N/A
4174,2020/08/19 04:00:00+00,Wednesday,2020,N/A
4175,2020/08/30 04:00:00+00,Sunday,2020,N/A
4176,2020/08/31 04:00:00+00,Monday,2020,N/A
4177,2020/09/04 04:00:00+00,Friday,2020,N/A
4178,2020/09/10 04:00:00+00,Thursday,2020,N/A
4179,2020/09/20 04:00:00+00,Sunday,2020,Yes
4180,2020/09/28 04:00:00+00,Monday,2020,Unknown
4181,2020/09/29 04:00:00+00,Tuesday,2020,Yes
4182,2020/10/02 04:00:00+00,Friday,2020,Yes
4183,2020/10/27 04:00:00+00,Tuesday,2020,Yes
4184,2020/11/18 05:00:00+00,Wednesday,2020,Yes
4185,2017/05/10 04:00:00+00,Wednesday,2017,N/A
4186,2020/11/27 05:00:00+00,Friday,2020,Yes
4187,2018/11/27 05:00:00+00,Tuesday,2018,N/A
4188,2020/12/02 05:00:00+00,Wednesday,2020,Yes
4189,2019/05/31 04:00:00+00,Friday,2019,N/A
4190,2020/12/20 05:00:00+00,Sunday,2020,Yes
4191,2019/11/30 05:00:00+00,Saturday,2019,N/A
4192,2020/12/23 05:00:00+00,Wednesday,2020,Yes
4193,2021/02/28 05:00:00+00,Sunday,2021,No
4194,2020/12/24 05:00:00+00,Thursday,2020,Yes
4195,2022/04/07 04:00:00+00,Sunday,2022,Yes
4196,2020/12/30 05:00:00+00,Wednesday,2020,Yes
4197,2019/12/07 05:00:00+00,Saturday,2019,N/A
4198,2021/01/13 05:00:00+00,Wednesday,2021,Yes
4199,2021/01/13 05:00:00+00,Wednesday,2021,Yes
4200,2019/07/23 04:00:00+00,Tuesday,2019,N/A
4201,2021/01/18 05:00:00+00,Monday,2021,Yes
4202,2019/11/30 05:00:00+00,Saturday,2019,N/A
4203,2021/01/18 05:00:00+00,Monday,2021,Yes
4204,2021/05/29 04:00:00+00,Saturday,2021,Yes
4205,2021/01/20 05:00:00+00,Wednesday,2021,Unknown
4206,2021/12/14 05:00:00+00,Tuesday,2021,Yes
4207,2021/01/20 05:00:00+00,Wednesday,2021,Unknown
4208,2018/09/08 04:00:00+00,Saturday,2018,N/A
4209,2021/01/21 05:00:00+00,Thursday,2021,Unknown
4210,2019/07/31 04:00:00+00,Wednesday,2019,N/A
4211,2021/02/24 05:00:00+00,Wednesday,2021,Yes
4212,2020/06/21 04:00:00+00,Sunday,2020,N/A
4213,2021/03/21 04:00:00+00,Sunday,2021,Yes
4214,2022/09/02 04:00:00+00,Monday,2022,Yes
4215,2021/03/22 04:00:00+00,Monday,2021,Yes
4216,2022/09/24 04:00:00+00,Tuesday,2022,N/A
4217,2021/04/12 04:00:00+00,Monday,2021,Yes
4218,2022/05/28 04:00:00+00,Wednesday,2022,N/A
4219,2021/05/14 04:00:00+00,Friday,2021,Yes
4220,2022/06/01 04:00:00+00,Thursday,2022,Yes
4221,2021/05/23 04:00:00+00,Sunday,2021,Unknown
4222,2022/12/22 05:00:00+00,Thursday,2022,Yes
4223,2021/07/04 04:00:00+00,Sunday,2021,Yes
4224,2022/05/13 04:00:00+00,Wednesday,2022,Yes
4225,2021/07/24 04:00:00+00,Saturday,2021,N/A
4226,2020/06/15 04:00:00+00,Monday,2020,N/A
4227,2021/07/25 04:00:00+00,Sunday,2021,Yes
4228,2019/05/03 04:00:00+00,Friday,2019,N/A
4229,2021/08/05 04:00:00+00,Thursday,2021,Yes
4230,2021/08/03 04:00:00+00,Tuesday,2021,N/A
4231,2021/09/04 04:00:00+00,Saturday,2021,Yes
4232,2021/07/01 04:00:00+00,Thursday,2021,Yes
4233,2021/10/02 04:00:00+00,Saturday,2021,Yes
4234,2021/08/02 04:00:00+00,Monday,2021,Yes
4235,2021/11/13 05:00:00+00,Saturday,2021,Yes
4236,2021/08/01 04:00:00+00,Sunday,2021,Yes
4237,2021/11/23 05:00:00+00,Tuesday,2021,Yes
4238,2019/11/21 05:00:00+00,Thursday,2019,N/A
4239,2021/11/30 05:00:00+00,Tuesday,2021,Yes
4240,2022/05/13 04:00:00+00,Thursday,2022,Yes
4241,2021/12/03 05:00:00+00,Friday,2021,Yes
4242,2022/11/22 05:00:00+00,Friday,2022,Yes
4243,2021/12/10 05:00:00+00,Friday,2021,Yes
4244,2021/10/26 04:00:00+00,Tuesday,2021,Yes
4245,2022/01/10 05:00:00+00,Wednesday,2022,Yes
4246,2019/06/02 04:00:00+00,Sunday,2019,N/A
4247,2022/01/18 05:00:00+00,Monday,2022,Yes
4248,2021/06/28 04:00:00+00,Monday,2021,No
4249,2022/01/31 05:00:00+00,Sunday,2022,N/A
4250,2021/03/02 05:00:00+00,Tuesday,2021,Unknown
4251,2022/02/27 05:00:00+00,Thursday,2022,N/A
4252,2022/04/10 04:00:00+00,Thursday,2022,Yes
4253,2022/02/28 05:00:00+00,Thursday,2022,N/A
4254,2021/07/13 04:00:00+00,Tuesday,2021,Yes
4255,2022/02/28 05:00:00+00,Friday,2022,Yes
4256,2017/07/27 04:00:00+00,Thursday,2017,N/A
4257,2022/04/12 04:00:00+00,Saturday,2022,N/A
4258,2017/09/29 04:00:00+00,Friday,2017,N/A
4259,2022/05/02 04:00:00+00,Friday,2022,Yes
4260,2018/06/30 04:00:00+00,Saturday,2018,N/A
4261,2022/05/11 04:00:00+00,Sunday,2022,Yes
4262,2018/06/30 04:00:00+00,Saturday,2018,N/A
4263,2022/05/18 04:00:00+00,Tuesday,2022,Yes
4264,2018/08/06 04:00:00+00,Monday,2018,N/A
4265,2022/05/30 04:00:00+00,Thursday,2022,Yes
4266,2019/03/28 04:00:00+00,Thursday,2019,N/A
4267,2022/06/16 04:00:00+00,Monday,2022,Yes
4268,2019/03/28 04:00:00+00,Thursday,2019,N/A
4269,2022/06/23 04:00:00+00,Monday,2022,Yes
4270,2022/01/28 05:00:00+00,Friday,2022,N/A
4271,2022/07/03 04:00:00+00,Wednesday,2022,N/A
